date,C_1,C_2,C_3,D_1,D_2,E_1,E_2,E_3,F_3,ind
2012-07-02,-0.6946305077801398,-0.5656294158573156,-0.005565488795630672,0.8703699058206221,0.7573787007588977,1.010012321167119,-0.5966171749841052,2.560965140962868,0.7867031156673545,-0.9112703753267869
2012-07-03,-0.6880397072180786,-0.344523043864132,0.06933308593584797,0.7886575944595055,0.759763580972374,1.0628846950352373,-0.6168502375869118,2.546677456089435,0.888146412161303,-0.9261273743980193
2012-07-04,-0.6913351074991092,-0.5558641600561373,-0.08538963432830016,0.7907262605699136,0.6407845569889319,0.6900666741703037,-0.21431878159423262,2.514469624086611,0.888146412161303,-0.8665858580174316
2012-07-05,-0.7275845105904469,-0.35242183886290174,-0.8365816168596809,0.7676261556703573,0.6609235454582898,0.8708269267108777,-0.40733154984469055,2.5185864146433627,0.9895897086552513,-0.7793890692463941
2012-07-06,-0.6979259080611709,0.24289616367190725,0.6748167482897934,0.7921053713101854,0.5904370858155373,0.20427349546751172,0.2964329368726687,2.541349844780697,0.9895897086552513,-0.9059570991900284
2012-07-09,-0.7803109150869378,0.44490080814685395,-1.675644012493726,0.7921053713101854,0.5904370858155373,0.08790908289451706,0.3929393209978977,2.541349844780697,0.888146412161303,-0.7349633878892471
2012-07-10,-0.7901971159300296,-0.47771270005284816,-0.23067015837922933,0.5307638860286397,0.6646333591236974,0.060795045013430964,0.3938711067756587,2.4653103015559856,0.888146412161303,-0.7337303927995625
2012-07-11,-0.7770155148059066,-0.5324230171329003,0.32437565074434116,0.4673247919761273,0.6821224806891926,0.004307466094501823,0.42235712912434675,2.4050114281070893,0.7867031156673545,-0.7995627104256574
2012-07-12,-0.7638339136817842,0.3481848090427687,0.29610084605007747,0.5469684372268359,0.6593336253159716,-0.07646977175956751,0.49463708302779413,2.428259186545217,0.7867031156673545,-0.8321277043325592
2012-07-13,-0.7605385134007535,-0.50881711942433,-0.013760958714991445,0.5331773298241158,0.6813275206180333,0.07604669132154196,0.27460252722227213,2.340837928251839,0.7867031156673545,-0.7549945543812604
2012-07-16,-0.8198557184593056,0.2520419094523934,-1.2327013914841236,0.6900511765300569,0.7277001914356335,0.009504323355043252,0.3353017150306921,2.3323621829879384,0.7867031156673545,-0.6542659277130347
2012-07-17,-0.7967879164920908,-0.3820183057118414,0.4011422715722709,0.740388718549985,0.8101110521457685,0.009278373039367559,0.31879579553892884,2.3134733792569593,0.7867031156673545,-0.7116060807847799
2012-07-18,-0.786901715648999,-0.10885669067832864,0.22749538627151195,0.7779694862223973,0.8440293485152129,0.21557101125129735,0.07906062614646332,2.2957953962779647,0.888146412161303,-0.6957623273287291
2012-07-19,-0.7605385134007535,0.11663492968852897,0.47736875888538716,0.744181273085733,0.7889121169148657,0.32854616908915607,-0.023702033915159702,2.2672200265310987,0.7867031156673545,-0.7211940861477691
2012-07-20,-0.7836063153679684,-0.4032193417629989,-0.5419548082115017,0.6983258409716887,0.9155757549195098,0.3511412006567278,-0.09385219175515366,2.241792790739395,0.7867031156673545,-0.636739966775377
2012-07-23,-0.8330373195834285,-0.5801998807453191,-0.8994974798665123,0.7262528334621969,1.1053062252360906,0.32854616908915607,-0.08786214032669125,2.2367073435810547,0.685259819173406,-0.5429226201538445
2012-07-24,-0.8297419193023974,-0.22926686756089004,0.1415948467352883,0.6793630682929487,1.1267701471573799,0.1251908849810103,0.1477465491928333,2.183673394644074,0.685259819173406,-0.6389307797549083
2012-07-25,-0.8462189207075511,-0.5729073587463723,-0.3647026513055266,0.5638625437951676,1.072182888937805,0.09129833762965295,0.18901134792224142,2.095767808049901,0.685259819173406,-0.5695343328700974
2012-07-26,-0.8594005218316735,-0.390069159868129,-0.35692191080851393,0.5114563356648314,0.9441943174812291,0.1251908849810103,0.1301757316693432,1.9930902082815003,0.583816522679458,-0.5989095622909415
2012-07-27,-0.8528097212696123,-0.5700022318349197,0.06340198059289882,0.4011274764430709,0.876622711432726,-0.15724700961363636,0.479728510583621,1.901552159431369,0.583816522679458,-0.6562709788908866
2012-07-30,-0.8824683237988883,-0.14308043059730574,-0.6420161255788814,0.4687039027163992,0.7992465978399304,-0.15363180456282477,0.4491126921714792,1.883632012301978,0.583816522679458,-0.6356833413417242
2012-07-31,-0.8857637240799189,-0.634424301881591,-0.23359112779238975,0.5562774347236716,1.0578736076569453,0.1138933691972247,0.1404253752247124,1.8211536614995076,0.48237322618550965,-0.4189361092100294
2012-08-01,-0.8528097212696123,-0.17126510701642378,0.6248397167995495,0.3280346072086544,0.9828823742776266,0.17602970600804663,0.05057460379777523,1.7494730729819452,0.583816522679458,-0.533625119827617
2012-08-02,-0.8725821229557965,-0.40484542640696297,-0.4253334904894881,0.2694224007470939,0.877682658194271,0.2946536217377982,-0.07095688407303039,1.6952283032929787,0.685259819173406,-0.3731107990885885
2012-08-03,-0.8396281201454899,-0.32624932162465636,0.6847082940562418,0.35527204432902626,0.9267051959157337,0.1929759796837256,0.061090471861076065,1.6291174902345504,0.685259819173406,-0.41100913828354574
2012-08-06,-0.8066741173351832,-0.09692267088010333,0.6937837985454265,0.08772456071625656,0.6148158613310759,0.20427349546751172,0.04059118475033767,1.319389541876568,0.583816522679458,-0.513333651557196
2012-08-07,-0.8066741173351832,-0.8614185417743959,0.06025700478029169,0.32044949813715806,1.0570786475857867,0.0009182113593659345,0.22162385014387048,1.3808992360774492,0.48237322618550965,-0.32261914888964227
2012-08-08,-0.7967879164920908,-0.6823686987493537,0.08172284908275561,0.4476724639272511,1.0891420371225273,0.0009182113593659345,0.21896160506455412,1.3317399135468238,0.48237322618550965,-0.30798490111084736
2012-08-09,-0.7770155148059066,-0.2781948255254367,0.39470384781016876,0.20805197280498938,1.1659881773345497,0.05740579027829507,0.13789624239936157,1.4109275907266987,0.48237322618550965,-0.4008375893202695
2012-08-10,-0.786901715648999,-0.8385025438269003,-0.1958479997296001,0.13047699366468893,1.0570786475857867,0.04610827449450944,0.14787966144679912,1.3634634172488533,0.583816522679458,-0.29246075205610733
2012-08-13,-0.8330373195834285,-0.18606705240139373,-1.075301344738384,0.433536578839463,1.0690030486531694,0.0800008218458668,0.0927711883049441,1.329318272042852,0.38092992969156125,-0.26553111792418005
2012-08-14,-0.8231511187403362,-0.3436911789007863,0.18267157609650703,0.4869771200250032,1.0287250717144536,0.09129833762965295,0.08598246335268676,1.3036488721007515,0.48237322618550965,-0.2533194284373668
2012-08-15,-0.8626959221127046,-0.49752935084911315,-0.7911256476386328,0.48387412085939113,0.9545287984062942,0.211052004937783,0.008244907036640254,1.1435783686882213,0.583816522679458,-0.1185678174992692
2012-08-16,-0.8725821229557965,-0.7716803377219795,-0.24811962839926135,0.26769851232175373,0.7083561630374344,0.31724865330536994,-0.15814541042065106,1.027581740647976,0.583816522679458,-0.13482877042691385
2012-08-17,-0.8659913223937352,-0.5134482372493901,0.06168872773050309,0.1977086422529493,0.7716879820397567,0.7352567373054472,-0.6582481485702858,1.0181373387824861,0.583816522679458,-0.29251800976097947
2012-08-20,-0.8791729235178577,-0.44602742879629814,-0.2873095964085442,-0.04329095960958429,0.467748248166687,0.3850337480080852,-0.2333538339113467,0.6900049149943186,0.38092992969156125,-0.37178086040693187
2012-08-21,-0.8626959221127046,-0.4664796954672715,0.3461568460942957,-0.056737289327236436,0.631775009515798,0.5431989689810874,-0.4471321137804745,0.7612011752110868,0.38092992969156125,-0.44481335251732423
2012-08-22,-0.8791729235178577,-0.3809179035078401,-0.37315619540610057,0.3935423673715745,0.8760927380519535,0.5976529950589354,-0.5220743127632386,0.8062437071849606,0.38092992969156125,-0.3015164453493066
2012-08-23,-0.8659913223937352,-0.44700139647103576,0.14989024598906392,0.14185465727193292,0.8970266865924701,0.5996865479000166,-0.5230060985409993,0.8212578845095857,0.38092992969156125,-0.38122382136266725
2012-08-24,-0.8923545246419806,-0.48846685859083594,-0.7162900087464399,-0.033981962112748294,1.1312749208939465,0.3737362322242996,-0.2851345007040558,0.7420702073297102,0.38092992969156125,-0.29582733861369037
