date,ind,ind_d
966,0.1623897,0.0427576
967,0.189586,0.0271963
968,0.2640335,0.0744475
969,0.2229002,-0.0411333
970,0.3355227,0.1126225
971,0.1584088,-0.1771139
972,0.2347766,0.0763678
973,0.2659192,0.0311425
974,0.2104214,-0.0554978
975,0.2786831,0.0682617
976,0.1662069,-0.1124762
977,0.058636,-0.1075709
978,-0.0565057,-0.1151418
979,-0.0004796,0.0560262
980,0.0631069,0.0635865
981,-0.0133454,-0.0764522
982,0.2053846,0.21873
983,0.1515047,-0.0538799
984,0.2260273,0.0745225
985,0.1070853,-0.118942
986,0.2732717,0.1661864
987,0.250037,-0.0232347
988,0.1712046,-0.0788324
989,0.2679577,0.0967532
990,0.2181635,-0.0497942
991,0.3158689,0.0977053
992,0.2738461,-0.0420227
993,0.302878,0.0290318
994,0.1625314,-0.1403465
995,0.179823,0.0172916
996,0.2982992,0.1184762
997,0.0689917,-0.2293074
998,0.2629971,0.1940054
999,0.0815812,-0.1814159
1000,0.1747175,0.0931363
1001,0.0131596,-0.1615579
1002,0.1374977,0.1243381
1003,0.1047895,-0.0327082
1004,0.1532609,0.0484714
1005,0.0513713,-0.1018895
1006,0.117761,0.0663897
1007,0.081009,-0.036752
1008,0.12571,0.044701
1009,0.2003272,0.0746172
1010,0.1158162,-0.0845111
1011,0.1922769,0.0764607
1012,0.0273331,-0.1649438
1013,0.0153086,-0.0120245
1014,0.0452207,0.0299121
1015,-0.0323146,-0.0775353
1016,0.0059854,0.0383
1017,-0.0833975,-0.089383
1018,-0.0148841,0.0685134
1019,-0.0136814,0.0012027
1020,0.0095275,0.0232089
1021,-0.1241731,-0.1337005
1022,0.0313889,0.155562
1023,-0.0435024,-0.0748912
1024,0.0029431,0.0464455
1025,-0.1607974,-0.1637405
1026,-0.1105777,0.0502197
1027,-0.2059278,-0.0953501
1028,-0.1477327,0.0581952
1029,-0.1214758,0.0262569
1030,0.0340825,0.1555583
1031,-0.0959309,-0.1300134
1032,-0.040329,0.055602
1033,0.0219226,0.0622516
1034,-0.3954657,-0.4173883
1035,-0.6541408,-0.258675
1036,-0.4619463,0.1921944
1037,-0.5347955,-0.0728491
1038,-0.4983079,0.0364875
1039,-0.5980375,-0.0997296
1040,-0.5679142,0.0301232
1041,-0.5454389,0.0224753
1042,-0.6383802,-0.0929413
1043,-0.5479584,0.0904219
1044,-0.5639484,-0.01599
1045,-0.6771097,-0.1131613
1046,-0.6837901,-0.0066804
1047,-0.6454658,0.0383244
1048,-0.5798057,0.0656601
1049,-0.6171576,-0.0373519
1050,-0.6202468,-0.0030892
1051,-0.5434732,0.0767736
1052,-0.5881413,-0.0446681
1053,-0.5553009,0.0328404
1054,-0.3884127,0.1668882
1055,-0.1315187,0.256894
1056,-0.3055178,-0.1739991
1057,-0.18874,0.1167778
1058,-0.1217172,0.0670227
1059,-0.1614523,-0.039735
1060,-0.2768764,-0.1154242
1061,-0.2450388,0.0318376
1062,-0.3343892,-0.0893504
1063,-0.4121431,-0.0777539
1064,-0.2106005,0.2015426
1065,-0.3130024,-0.1024019
1066,-0.3584763,-0.0454739
1067,-0.3780935,-0.0196173
1068,-0.3300138,0.0480797
1069,-0.4254507,-0.0954369
1070,-0.4347096,-0.0092588
1071,-0.458734,-0.0240244
1072,-0.4290096,0.0297244
1073,-0.4305359,-0.0015263
1074,-0.3422033,0.0883327
1075,-0.2940428,0.0481605
1076,-0.2832195,0.0108232
1077,-0.3090236,-0.025804
1078,-0.1919563,0.1170672
1079,-0.3244846,-0.1325283
1080,-0.3310873,-0.0066027
1081,-0.3282639,0.0028234
1082,-0.4276806,-0.0994167
1083,-0.3401875,0.087493
1084,-0.3728451,-0.0326575
1085,-0.3160848,0.0567602
1086,-0.4186669,-0.102582
1087,-0.3643679,0.054299
1088,-0.3638105,0.0005574
1089,-0.3231615,0.0406491
1090,-0.3220346,0.0011269
1091,-0.2328695,0.0891651
1092,-0.2255108,0.0073587
1093,-0.2224964,0.0030144
1094,-0.2861328,-0.0636364
1095,-0.3211385,-0.0350057
1096,-0.3086466,0.0124919
1097,-0.3161097,-0.0074632
1098,-0.2224298,0.0936799
1099,-0.2602176,-0.0377878
1100,-0.1863739,0.0738436
1101,-0.1808175,0.0055565
1102,-0.2549778,-0.0741604
1103,-0.3413267,-0.0863489
1104,-0.3575328,-0.0162061
1105,-0.2237194,0.1338134
1106,-0.2411151,-0.0173957
1107,-0.3235194,-0.0824043
1108,-0.3739077,-0.0503884
1109,-0.2981372,0.0757706
1110,-0.3088806,-0.0107434
1111,-0.2555218,0.0533587
1112,-0.2194972,0.0360247
1113,-0.248427,-0.0289298
1114,-0.1854072,0.0630198
1115,-0.2420313,-0.0566241
1116,-0.114695,0.1273362
1117,-0.1863046,-0.0716095
1118,-0.0196284,0.1666761
1119,-0.1375961,-0.1179676
1120,-0.0949863,0.0426097
1121,-0.0020037,0.0929826
1122,-0.0821295,-0.0801258
1123,-0.1620128,-0.0798833
1124,-0.3095794,-0.1475666
1125,-0.0824739,0.2271055
1126,-0.279338,-0.1968641
1127,-0.4628179,-0.1834799
1128,-0.4138575,0.0489604
1129,-0.4740329,-0.0601754
1130,-0.2974658,0.1765671
1131,-0.2058401,0.0916257
1132,-0.1960454,0.0097947
1133,-0.2739215,-0.0778762
1134,-0.2566282,0.0172933
1135,-0.4324575,-0.1758293
1136,-0.2689774,0.16348
1137,-0.2833212,-0.0143437
1138,-0.4295623,-0.1462411
1139,-0.4543991,-0.0248369
1140,-0.2941518,0.1602473
1141,-0.3921462,-0.0979944
1142,-0.4661655,-0.0740193
1143,-0.4200641,0.0461014
1144,-0.4436318,-0.0235676
1145,-0.4845426,-0.0409109
1146,-0.4843934,0.0001492
1147,-0.4574988,0.0268946
1148,-0.4064218,0.051077
1149,-0.516629,-0.1102072
1150,-0.3903825,0.1262465
1151,-0.4801272,-0.0897447
1152,-0.4228089,0.0573184
1153,-0.4170991,0.0057098
1154,-0.3962336,0.0208655
1155,-0.3180793,0.0781543
1156,-0.4984414,-0.1803621
1157,-0.2726829,0.2257585
1158,-0.2404155,0.0322674
1159,-0.3462821,-0.1058666
1160,-0.3990641,-0.052782
1161,-0.3810556,0.0180086
1162,-0.4072421,-0.0261865
1163,-0.3848818,0.0223603
1164,-0.2812272,0.1036546
1165,-0.3328998,-0.0516726
1166,-0.1809424,0.1519574
1167,-0.2792564,-0.098314
1168,-0.1465953,0.1326611
1169,-0.1520465,-0.0054513
1170,-0.1160235,0.0360231
1171,-0.1526376,-0.0366142
1172,-0.2554301,-0.1027925
1173,-0.1209984,0.1344317
1174,-0.0856459,0.0353525
1175,0.0148971,0.100543
1176,0.0101667,-0.0047304
1177,-0.2541208,-0.2642875
1178,-0.0739005,0.1802203
1179,-0.2723392,-0.1984387
1180,-0.1272288,0.1451104
1181,-0.0904358,0.036793
1182,-0.1942209,-0.103785
1183,-0.1634053,0.0308156
1184,-0.1247882,0.0386171
1185,-0.0445023,0.0802859
1186,-0.0865391,-0.0420368
1187,-0.1166614,-0.0301223
1188,-0.2208899,-0.1042285
1189,-0.3168839,-0.095994
1190,-0.1841058,0.1327781
1191,-0.1672776,0.0168282
1192,-0.3366856,-0.1694079
1193,-0.2764361,0.0602495
1194,-0.205744,0.0706921
1195,-0.2331553,-0.0274114
1196,-0.2193392,0.0138161
1197,-0.2339612,-0.0146219
1198,-0.5627962,-0.328835
1199,-0.6933871,-0.1305909
1200,-0.5435525,0.1498346
1201,-0.6089995,-0.065447
1202,-0.5857469,0.0232526
1203,-0.5806273,0.0051196
1204,-0.6386903,-0.058063
1205,-0.6560647,-0.0173745
1206,-0.64821,0.0078548
1207,-0.8135594,-0.1653494
1208,-0.7729289,0.0406305
1209,-0.950915,-0.1779861
1210,-0.7904339,0.1604811
1211,-0.738187,0.0522469
1212,-0.7769026,-0.0387156
1213,-0.8292778,-0.0523752
1214,-0.7174634,0.1118144
1215,-0.7246788,-0.0072154
1216,-0.792807,-0.0681282
1217,-0.862403,-0.0695961
1218,-0.9259598,-0.0635568
1219,-0.8185019,0.1074579
1220,-0.7396088,0.0788931
1221,-0.5838033,0.1558055
1222,-0.6822747,-0.0984714
1223,-0.5033573,0.1789174
1224,-0.6109235,-0.1075662
1225,-0.4388461,0.1720774
1226,-0.488701,-0.0498549
1227,-0.5791379,-0.0904369
1228,-0.478233,0.1009048
1229,-0.5099647,-0.0317317
1230,-0.4484062,0.0615585
1231,-0.4417758,0.0066304
1232,-0.4810266,-0.0392509
1233,-0.5054376,-0.024411
1234,-0.6329056,-0.127468
1235,-0.5398411,0.0930645
1236,-0.5032997,0.0365415
1237,-0.6504076,-0.1471079
1238,-0.5881143,0.0622933
1239,-0.4979246,0.0901896
1240,-0.4995314,-0.0016067
1241,-0.4357826,0.0637488
1242,-0.4182925,0.0174901
1243,-0.4013169,0.0169756
1244,-0.4026456,-0.0013287
1245,-0.3394853,0.0631602
1246,-0.2985767,0.0409086
1247,-0.3026502,-0.0040735
1248,-0.2765573,0.026093
1249,-0.2425713,0.033986
1250,-0.2621664,-0.0195951
1251,-0.2972336,-0.0350672
1252,-0.225228,0.0720056
1253,-0.143725,0.081503
1254,-0.1296316,0.0140933
1255,-0.0963205,0.0333111
1256,0.0425782,0.1388987
1257,-0.211327,-0.2539051
1258,-0.1559285,0.0553984
1259,-0.0936807,0.0622479
1260,-0.1075992,-0.0139185
1261,0.0449624,0.1525615
1262,0.1979587,0.1529963
1263,0.215863,0.0179043
1264,0.2949353,0.0790724
1265,0.6125882,0.3176529
1266,0.8297815,0.2171934
1267,0.8321248,0.0023433
1268,1.013113,0.1809887
1269,1.233257,0.2201434
1270,0.9989403,-0.2343166
1271,1.249789,0.2508489
1272,1.075345,-0.1744447
1273,0.9481772,-0.1271673
1274,1.066435,0.1182575
1275,1.026791,-0.0396435
1276,1.220675,0.1938838
1277,1.036662,-0.184013
1278,1.13725,0.1005883
1279,1.116546,-0.0207046
1280,1.079869,-0.036677
1281,1.011794,-0.0680745
1282,1.002998,-0.0087961
1283,1.042943,0.0399446
1284,1.120036,0.0770929
1285,1.153872,0.0338366
1286,1.048384,-0.1054879
1287,1.14426,0.0958756
1288,1.102449,-0.0418111
1289,1.10606,0.0036112
1290,1.124737,0.0186772
1291,1.048037,-0.0767003
1292,0.9589437,-0.0890932
1293,1.06447,0.1055262
1294,1.027659,-0.0368109
1295,0.9406554,-0.0870037
1296,0.8259298,-0.1147255
1297,0.8829947,0.0570648
1298,0.6088394,-0.2741553
1299,0.5933177,-0.0155216
1300,0.7876161,0.1942984
1301,0.7413601,-0.0462561
1302,0.6692858,-0.0720742
1303,0.6860706,0.0167848
1304,0.6513189,-0.0347517
1305,0.7097523,0.0584334
1306,0.7602117,0.0504594
1307,0.6785345,-0.0816772
1308,0.7472273,0.0686927
1309,0.7249305,-0.0222968
1310,0.6973382,-0.0275922
1311,0.6216723,-0.075666
1312,0.7926393,0.170967
1313,0.7111129,-0.0815263
1314,0.7599705,0.0488576
1315,0.4506123,-0.3093582
1316,0.5288377,0.0782254
1317,0.2406423,-0.2881954
1318,0.4457104,0.2050681
1319,0.3590129,-0.0866975
1320,0.300487,-0.0585259
1321,0.2763256,-0.0241614
1322,0.2738706,-0.002455
1323,0.2097901,-0.0640805
1324,0.2336222,0.0238321
1325,0.0822503,-0.1513719
1326,0.0092028,-0.0730475
1327,0.2553854,0.2461826
1328,0.2842483,0.0288629
1329,0.3267136,0.0424653
1330,0.249555,-0.0771586
1331,0.104548,-0.145007
1332,0.1805701,0.076022
1333,0.2392824,0.0587123
1334,0.2264459,-0.0128365
1335,0.0547269,-0.171719
1336,-0.1272926,-0.1820195
1337,-0.1124812,0.0148113
1338,-0.1984825,-0.0860013
1339,-0.1202401,0.0782424
1340,-0.0797143,0.0405258
1341,-0.0267965,0.0529178
1342,0.1057145,0.132511
1343,0.1572213,0.0515068
1344,0.0232235,-0.1339978
1345,0.2127687,0.1895452
1346,0.1683499,-0.0444187
1347,0.2302131,0.0618632
1348,0.272508,0.0422948
1349,0.1936448,-0.0788632
1350,0.3172309,0.1235861
1351,0.1047948,-0.2124361
1352,0.0997842,-0.0050106
1353,0.1795703,0.0797861
1354,0.2186243,0.039054
1355,0.0118908,-0.2067335
1356,-0.0109665,-0.0228573
1357,0.1419017,0.1528682
1358,-0.0383535,-0.1802552
1359,0.0116829,0.0500365
1360,-0.1507413,-0.1624243
1361,-0.1967735,-0.0460322
1362,-0.132178,0.0645955
1363,-0.04678,0.085398
1364,0.016051,0.0628309
1365,0.0415263,0.0254753
1366,0.0815514,0.0400251
1367,0.0923627,0.0108113
1368,-0.1200668,-0.2124296
1369,-0.0106048,0.109462
1370,0.0578515,0.0684563
1371,-0.1177854,-0.1756369
1372,-0.0160641,0.1017213
1373,-0.0152613,0.0008029
1374,-0.168536,-0.1532747
1375,-0.1265042,0.0420318
1376,-0.1762886,-0.0497844
1377,-0.0814026,0.094886
1378,-0.1736648,-0.0922622
1379,-0.0594462,0.1142186
1380,-0.258431,-0.1989848
1381,-0.3858676,-0.1274365
1382,-0.3890038,-0.0031362
1383,-0.3956594,-0.0066557
1384,-0.4074265,-0.0117671
1385,-0.3473506,0.0600759
1386,-0.4476916,-0.100341
1387,-0.4760394,-0.0283478
1388,-0.5285928,-0.0525534
1389,-0.6091555,-0.0805628
1390,-0.6275982,-0.0184427
1391,-0.6948605,-0.0672623
1392,-0.6620598,0.0328007
1393,-0.6742535,-0.0121937
1394,-0.701736,-0.0274825
1395,-0.7531619,-0.0514259
1396,-0.7324267,0.0207352
1397,-0.7802544,-0.0478277
1398,-0.7677014,0.012553
1399,-0.8368775,-0.0691761
1400,-0.8002458,0.0366317
1401,-0.8773996,-0.0771539
1402,-0.9277962,-0.0503966
1403,-0.91821,0.0095862
1404,-0.9972674,-0.0790574
1405,-0.9632337,0.0340337
1406,-0.9259639,0.0372698
1407,-0.9475102,-0.0215463
1408,-0.981829,-0.0343187
1409,-1.027323,-0.0454937
1410,-1.068964,-0.0416416
1411,-1.059382,0.009582
1412,-1.10135,-0.0419681
1413,-1.089874,0.011476
1414,-1.175282,-0.0854073
1415,-1.228045,-0.0527631
1416,-1.245936,-0.0178913
1417,-1.275498,-0.0295622
1418,-1.196039,0.0794588
1419,-1.125792,0.0702477
1420,-1.20426,-0.0784688
1421,-1.180094,0.0241662
1422,-1.164209,0.0158857
1423,-1.169387,-0.0051787
1424,-1.233904,-0.0645164
1425,-1.224442,0.0094621
1426,-1.188646,0.0357952
1427,-1.20628,-0.0176339
1428,-1.233674,-0.0273941
1429,-1.25697,-0.0232961
1430,-1.216148,0.0408219
1431,-1.204172,0.011977
1432,-1.265684,-0.0615122
1433,-1.205118,0.0605662
1434,-1.255326,-0.0502082
1435,-1.210661,0.0446645
1436,-1.221829,-0.0111681
1437,-1.144398,0.0774316
1438,-1.17505,-0.0306525
1439,-1.218282,-0.0432314
1440,-1.194881,0.0234007
1441,-1.120288,0.0745928
1442,-1.125253,-0.0049644
1443,-1.144982,-0.0197289
1444,-1.169747,-0.0247654
1445,-1.138129,0.0316181
1446,-1.202783,-0.0646538
1447,-1.17583,0.0269527
1448,-1.23154,-0.0557106
1449,-1.215501,0.0160396
1450,-1.189402,0.0260987
1451,-1.157761,0.0316409
1452,-1.289177,-0.1314158
1453,-1.270289,0.0188884
1454,-1.2954,-0.0251117
1455,-1.310833,-0.0154332
1456,-1.313496,-0.0026623
1457,-1.267102,0.046394
1458,-1.369442,-0.1023402
1459,-1.389163,-0.0197206
1460,-1.41303,-0.0238674
1461,-1.501231,-0.0882012
1462,-1.584515,-0.0832837
1463,-1.490686,0.0938288
1464,-1.455613,0.0350733
1465,-1.456143,-0.0005305
1466,-1.439356,0.0167874
1467,-1.461607,-0.0222512
1468,-1.446828,0.0147792
1469,-1.429619,0.0172086
1470,-1.439108,-0.0094892
1471,-1.408378,0.0307301
1472,-1.425418,-0.0170398
1473,-1.418542,0.0068762
1474,-1.418725,-0.0001827
1475,-1.433453,-0.0147281
1476,-1.44591,-0.0124569
1477,-1.444849,0.00106
1478,-1.455447,-0.0105972
1479,-1.445013,0.010434
1480,-1.403674,0.0413388
1481,-1.405748,-0.0020742
1482,-1.413563,-0.0078148
1483,-1.4316,-0.0180376
1484,-1.432645,-0.001045
1485,-1.441988,-0.0093426
1486,-1.337132,0.1048564
1487,-1.344919,-0.0077875
1488,-1.371716,-0.0267965
1489,-1.364295,0.0074209
1490,-1.340666,0.0236282
1491,-1.312054,0.0286121
1492,-1.296611,0.0154431
1493,-1.286393,0.0102178
1494,-1.26462,0.0217736
1495,-1.125967,0.1386533
1496,-1.208769,-0.0828029
1497,-1.124962,0.0838073
1498,-1.242812,-0.1178495
1499,-1.127453,0.1153589
1500,-1.134997,-0.0075448
1501,-1.069365,0.0656321
1502,-1.09684,-0.0274743
1503,-0.9670882,0.1297514
1504,-0.9253796,0.0417086
1505,-1.063008,-0.1376283
1506,-1.023951,0.0390567
1507,-1.095903,-0.0719517
1508,-0.9791837,0.1167192
1509,-1.124478,-0.1452947
1510,-1.099918,0.02456
1511,-1.167959,-0.0680408
1512,-1.103826,0.0641334
1513,-1.168933,-0.0651076
1514,-1.113439,0.0554941
1515,-1.070436,0.0430032
1516,-1.157026,-0.0865895
1517,-1.222296,-0.0652708
1518,-1.236861,-0.0145648
1519,-1.263524,-0.0266627
1520,-1.656031,-0.3925077
1521,-1.66211,-0.0060782
1522,-1.673708,-0.0115982
1523,-1.661753,0.0119549
1524,-1.6589,0.002853
1525,-1.664672,-0.0057724
1526,-1.642462,0.0222108
1527,-1.632153,0.0103083
1528,-1.633101,-0.000948
1529,-1.673883,-0.0407814
1530,-1.646735,0.0271472
1531,-1.687669,-0.0409334
1532,-1.705864,-0.018195
1533,-1.687502,0.0183616
1534,-1.682653,0.0048493
1535,-1.687423,-0.0047697
1536,-1.702108,-0.0146849
1537,-1.711034,-0.0089266
1538,-1.735688,-0.024654
1539,-1.748266,-0.0125778
1540,-1.752589,-0.004323
1541,-1.714235,0.0383539
1542,-1.713203,0.0010316
1543,-1.685642,0.0275612
1544,-1.714812,-0.0291699
1545,-1.705144,0.009668
1546,-1.716054,-0.0109102
1547,-1.697064,0.0189899
1548,-1.709001,-0.0119363
1549,-1.718146,-0.0091451
1550,-1.728889,-0.0107435
1551,-1.717057,0.0118325
1552,-1.728272,-0.0112151
1553,-1.725225,0.0030468
1554,-1.73129,-0.0060644
1555,-1.728587,0.002703
1556,-1.740243,-0.0116568
1557,-1.742583,-0.0023391
1558,-1.740443,0.0021399
1559,-1.741714,-0.0012716
1560,-1.738315,0.0033996
1561,-1.727297,0.0110178
1562,-1.734859,-0.0075623
1563,-1.737867,-0.0030084
1564,-1.743295,-0.0054276
1565,-1.728998,0.0142975
1566,-1.746903,-0.0179054
1567,-1.750933,-0.0040299
1568,-1.737647,0.0132854
1569,-1.734899,0.0027483
1570,-1.733959,0.0009403
1571,-1.756976,-0.0230168
1572,-1.759147,-0.0021715
1573,-1.764251,-0.0051042
1574,-1.772174,-0.007923
1575,-1.771926,0.0002487
1576,-1.771079,0.000847
1577,-1.765737,0.0053415
1578,-1.770675,-0.0049381
1579,-1.749282,0.0213938
1580,-1.762257,-0.0129756
1581,-1.768795,-0.006538
1582,-1.717057,0.0517386
1583,-1.776101,-0.0590446
1584,-1.749788,0.0263129
1585,-1.753037,-0.0032492
1586,-1.747154,0.0058835
1587,-1.752645,-0.0054915
1588,-1.764145,-0.0114996
1589,-1.771019,-0.0068744
1590,-1.739641,0.031378
1591,-1.747913,-0.0082711
1592,-1.752601,-0.0046887
1593,-1.75024,0.0023609
1594,-1.756187,-0.0059469
1595,-1.761109,-0.0049213
1596,-1.763151,-0.0020428
1597,-1.745485,0.017666
1598,-1.695773,0.0497128
1599,-1.692165,0.003608
1600,-1.70967,-0.017505
1601,-1.762926,-0.0532565
1602,-1.746949,0.0159769
1603,-1.561459,0.1854906
1604,-1.605887,-0.0444286
1605,-1.606154,-0.0002671
1606,-1.601923,0.0042312
1607,-1.589769,0.0121542
1608,-1.580588,0.0091807
1609,-1.586868,-0.0062798
1610,-1.591055,-0.0041866
1611,-1.579984,0.011071
1612,-1.587975,-0.0079908
1613,-1.570667,0.0173074
1614,-1.545731,0.0249357
1615,-1.591625,-0.0458933
1616,-1.572542,0.0190829
1617,-1.541682,0.0308598
1618,-1.577266,-0.0355841
1619,-1.575717,0.0015492
1620,-1.60722,-0.0315036
1621,-1.578053,0.0291672
1622,-1.598261,-0.0202081
1623,-1.591535,0.0067259
1624,-1.516086,0.0754491
1625,-1.520825,-0.0047382
1626,-1.524201,-0.0033766
1627,-1.532477,-0.0082763
1628,-1.524412,0.0080658
1629,-1.509887,0.0145246
1630,-1.538796,-0.0289091
1631,-1.530648,0.0081484
1632,-1.554152,-0.0235047
1633,-1.546162,0.0079901
1634,-1.56664,-0.0204778
1635,-1.551291,0.0153488
1636,-1.533453,0.0178384
1637,-1.567347,-0.0338938
1638,-1.553475,0.0138721
1639,-1.57321,-0.0197353
1640,-1.55773,0.0154802
1641,-1.544831,0.0128993
1642,-1.579704,-0.0348735
1643,-1.568228,0.011476
1644,-1.54416,0.0240682
1645,-1.541042,0.0031182
1646,-1.484156,0.0568855
1647,-1.43627,0.0478859
1648,-1.454779,-0.0185083
1649,-1.417648,0.0371307
1650,-1.432949,-0.0153013
1651,-1.393193,0.0397565
1652,-1.406488,-0.0132955
1653,-1.370819,0.0356694
1654,-1.419545,-0.0487261
1655,-1.367956,0.0515891
1656,-1.415813,-0.0478578
1657,-1.395774,0.020039
1658,-1.352142,0.0436323
1659,-1.324037,0.0281056
1660,-1.375161,-0.051124
1661,-1.360886,0.014275
1662,-1.380914,-0.0200288
1663,-1.356718,0.024196
1664,-1.383764,-0.0270456
1665,-1.377853,0.0059108
1666,-1.398597,-0.0207441
1667,-1.410247,-0.0116497
1668,-1.449683,-0.039436
1669,-1.502429,-0.0527457
1670,-1.432043,0.0703862
1671,-1.462897,-0.030854
1672,-1.472496,-0.0095996
1673,-1.469806,0.0026904
1674,-1.451018,0.0187876
1675,-1.535435,-0.0844167
1676,-1.496471,0.0389638
1677,-1.493198,0.003273
1678,-1.538587,-0.0453894
1679,-1.519952,0.0186357
1680,-1.502911,0.0170407
1681,-1.568112,-0.0652014
1682,-1.555001,0.0131112
1683,-1.525565,0.0294361
1684,-1.521571,0.0039941
1685,-1.560752,-0.0391806
1686,-1.545409,0.0153425
1687,-1.559944,-0.0145351
1688,-1.566034,-0.00609
1689,-1.570613,-0.0045785
1690,-1.501039,0.0695738
1691,-1.527484,-0.0264453
1692,-1.494339,0.033145
1693,-1.488828,0.0055112
1694,-1.520113,-0.0312852
1695,-1.538166,-0.0180523
1696,-1.510611,0.0275542
1697,-1.514285,-0.0036733
1698,-1.456483,0.0578016
1699,-1.511768,-0.0552846
1700,-1.513345,-0.0015773
1701,-1.466364,0.0469813
1702,-1.535684,-0.0693198
1703,-1.519378,0.0163053
1704,-1.561727,-0.0423486
1705,-1.494265,0.067462
1706,-1.567724,-0.0734595
1707,-1.573782,-0.0060576
1708,-1.581189,-0.0074067
1709,-1.567066,0.0141222
1710,-1.591861,-0.0247942
1711,-1.562104,0.0297563
1712,-1.585799,-0.0236949
1713,-1.558584,0.0272151
1714,-1.509753,0.0488313
1715,-1.541628,-0.0318756
1716,-1.629261,-0.0876329
1717,-1.584439,0.0448222
1718,-1.587502,-0.0030627
1719,-1.536261,0.0512403
1720,-1.566233,-0.0299715
1721,-1.558887,0.0073459
1722,-1.611355,-0.0524684
1723,-1.576768,0.034587
1724,-1.555124,0.0216446
1725,-1.572286,-0.0171621
1726,-1.578565,-0.0062791
1727,-1.554945,0.0236205
1728,-1.515346,0.0395982
1729,-1.497011,0.0183352
1730,-1.408026,0.0889852
1731,-1.400035,0.0079911
1732,-1.383534,0.0165007
1733,-1.395457,-0.0119232
1734,-1.431732,-0.0362751
1735,-1.345054,0.0866781
1736,-1.365716,-0.0206612
1737,-1.41809,-0.052374
1738,-1.426316,-0.0082268
1739,-1.429411,-0.0030951
1740,-1.433414,-0.0040027
1741,-1.423091,0.0103232
1742,-1.374683,0.0484078
1743,-1.391139,-0.0164562
1744,-1.409277,-0.0181378
1745,-1.362472,0.0468056
1746,-1.284345,0.0781265
1747,-1.189628,0.0947173
1748,-1.292011,-0.1023834
1749,-1.225414,0.0665967
1750,-1.098448,0.126966
1751,-0.9186016,0.1798468
1752,-1.049811,-0.1312097
1753,-1.055961,-0.0061495
1754,-1.026602,0.0293591
1755,-1.01906,0.0075423
1756,-1.009607,0.0094523
1757,-1.027948,-0.0183411
1758,-0.9919648,0.0359835
1759,-0.992679,-0.0007142
1760,-0.9288718,0.0638072
1761,-1.009322,-0.0804502
1762,-1.003009,0.0063134
1763,-1.028381,-0.0253724
1764,-0.9758033,0.0525777
1765,-1.057869,-0.0820659
1766,-0.9858558,0.0720134
1767,-1.022298,-0.0364423
1768,-0.9332603,0.0890378
1769,-0.9615222,-0.028262
1770,-0.962586,-0.0010638
1771,-1.055369,-0.0927828
1772,-1.111099,-0.0557305
1773,-1.046599,0.0645005
1774,-1.077572,-0.030973
1775,-0.9291935,0.1483783
1776,-0.8430782,0.0861153
1777,-0.9301772,-0.087099
1778,-0.753518,0.1766591
1779,-0.6840309,0.0694872
1780,-0.7959068,-0.111876
1781,-0.7668653,0.0290415
1782,-0.7201865,0.0466788
1783,-0.8066785,-0.0864921
1784,-0.672928,0.1337506
1785,-0.6842688,-0.0113409
1786,-0.5936798,0.090589
1787,-0.5340807,0.0595991
1788,-0.5868817,-0.052801
1789,-0.6604906,-0.0736089
1790,-0.601795,0.0586957
1791,-0.643024,-0.0412291
1792,-0.6030529,0.0399711
1793,-0.5413711,0.0616818
1794,-0.5529607,-0.0115896
1795,-0.6072803,-0.0543196
1796,-0.4624275,0.1448528
1797,-0.5135441,-0.0511167
1798,-0.5157565,-0.0022123
1799,-0.5450321,-0.0292756
1800,-0.5507622,-0.0057302
1801,-0.4940552,0.056707
1802,-0.5120573,-0.0180021
1803,-0.4314803,0.080577
1804,-0.3643518,0.0671285
1805,-0.402707,-0.0383552
1806,-0.3847552,0.0179518
1807,-0.3819309,0.0028242
1808,-0.3363039,0.045627
1809,-0.6842669,-0.347963
1810,-0.4843681,0.1998988
1811,-0.3544669,0.1299011
1812,-0.3481389,0.006328
1813,-0.2120761,0.1360628
1814,-0.2397419,-0.0276658
1815,-0.2030032,0.0367387
1816,-0.1355812,0.0674221
1817,-0.0604061,0.0751751
1818,-0.2786176,-0.2182115
1819,-0.2589412,0.0196764
1820,-0.2114512,0.0474899
1821,-0.1991225,0.0123288
1822,-0.1493521,0.0497703
1823,-0.178616,-0.0292639
1824,-0.1571565,0.0214596
1825,-0.1582682,-0.0011117
1826,-0.0874419,0.0708263
1827,-0.0889722,-0.0015303
1828,-0.0965785,-0.0076063
1829,-0.1604881,-0.0639096
1830,-0.1609046,-0.0004165
1831,-0.3994176,-0.2385131
1832,-0.1936046,0.205813
1833,-0.0754673,0.1181374
1834,-0.2759615,-0.2004942
1835,-0.2867733,-0.0108118
1836,-0.2172577,0.0695156
1837,-0.1217327,0.095525
1838,-0.1729455,-0.0512128
1839,-0.2626278,-0.0896822
1840,-0.2767961,-0.0141684
1841,-0.1209919,0.1558042
1842,-0.1894152,-0.0684233
1843,-0.1006521,0.0887632
1844,-0.1821503,-0.0814983
1845,0.0243968,0.2065471
1846,0.1185353,0.0941385
1847,0.1074026,-0.0111327
1848,0.1207289,0.0133263
1849,0.2041431,0.0834142
1850,0.2395268,0.0353837
1851,0.2812999,0.0417732
1852,0.2143904,-0.0669095
1853,0.3360776,0.1216871
1854,0.2316568,-0.1044208
1855,0.2831876,0.0515308
1856,0.2662672,-0.0169204
