,date,A_1,A_2,A_3,A_4,A_5,B_1,B_2,B_3,B_4,B_5,C_1,C_2,C_3,D_1,D_2,E_1,E_2,E_3,F_1,F_2,F_3,F_4,G_3,ind
10,2013-01-18,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.639834302942914,1.4900764187088624,1.0115833253257915,0.5399124335966475,1.3162171304345058,2.887154378837128,1.5110692272815986,1.4211193211988833,0.01799307958477514,0.04100437955102998,0.22239927964025288,26.7,95.59,0.07325395452756162
11,2013-01-21,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.669796529059044,1.3609160670533125,0.6273909902981342,0.5722173270957664,1.328265526571152,2.9720263523725565,1.435754510777538,1.4563954404112835,0.01799307958477514,0.04100437955102998,0.2213300296350833,26.7,95.59,0.07392587493303852
12,2013-01-22,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.708069577665471,1.1769213524415394,-0.10651561045563865,0.6137473207513561,1.3427375809521676,3.071165245649798,1.3516430191545052,1.4913583317383061,0.01799307958477514,0.04100437955102998,0.22029664284322834,26.7,95.59,0.07180061492592212
13,2013-01-23,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.650020013740532,1.6764442400287929,-0.49786522198714894,0.6266395868471981,1.3276436121846649,2.926058152387496,1.4707086012109738,1.4950785279589123,0.01799307958477514,0.04100437955102998,0.21923737298980392,26.7,95.59,0.07547853539685304
14,2013-01-24,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.57789517839234,2.3232774608373528,-0.8349520850968154,0.6306071769733794,1.3026191436631258,2.728919929359517,1.6320202673863757,1.4856101062719707,0.01799307958477514,0.04100437955102998,0.21840979444182812,26.7,95.59,0.07635116826061798
15,2013-01-25,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.660063288244027,2.0772823246388166,0.22094859681065476,0.6188564830292962,1.2947833649395213,2.805748266639753,1.5737612071289164,1.48234852112573,0.01799307958477514,0.04100437955102998,0.22287526295959093,26.7,95.59,0.08112598355613
16,2013-01-28,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.794771694532542,1.599997702475258,1.6642639008583133,0.6015870301582416,1.289245206685356,2.9635440068890833,1.4488878472879887,1.4786093151345643,0.01799307958477514,0.04100437955102998,0.22902840053979676,26.7,95.59,0.07819651200887608
17,2013-01-29,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.89622415989502,1.3535812149667212,1.2831865396505775,0.6039224477343409,1.270698981187132,3.093302874530598,1.3218932194374395,1.4556722675578968,0.01799307958477514,0.04100437955102998,0.2298076962231461,26.7,95.59,0.07906587946224143
18,2013-01-30,15.2,50.6,103.7,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.991676636348213,1.1366086760074037,0.36938254762026357,0.6083610342810558,1.246973807395109,3.2224295942957237,1.1867869403718374,1.4250486308898853,0.01799307958477514,0.04100437955102998,0.22863780638417294,26.7,95.59,0.07936156901999661
19,2013-01-31,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.111690377367221,1.35224958394931,0.577800180388688,0.6179818107469787,1.2266068097945486,3.286912871165867,1.1224825175730946,1.4289489412326624,0.01797088262056423,0.04807859280908011,0.23260187705127194,26.7,95.59,0.07727222468020918
20,2013-02-01,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.224321487100907,1.707015042390678,1.0199188924076938,0.6280902674098843,1.204514979656339,3.3463718678586334,1.0642432804073272,1.4419872001362506,0.01797088262056423,0.04807859280908011,0.2372222170335404,1.0,95.59,0.07014249430660204
21,2013-02-04,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.278230419363423,1.3965697803782944,0.6556856364429231,0.5937143619670914,1.1750190333971913,3.3725152736716475,1.0234009903727526,1.4040238282182016,0.01797088262056423,0.04807859280908011,0.23308658423781398,1.0,95.59,0.07292396367296912
22,2013-02-05,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.301503120431013,0.9322841591454243,0.08317704424067376,0.5530414256987554,1.147532856390764,3.343507239718828,1.034392897517005,1.3598784661322245,0.01797088262056423,0.04807859280908011,0.22581096747037538,1.0,95.59,0.07161263665380968
23,2013-02-06,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.285004704202716,1.0208732339463067,-0.026555999307242992,0.5391443191101823,1.1022784925251246,3.664433953970805,0.7224848037932967,1.3473177414998352,0.01797088262056423,0.04807859280908011,0.22407487406400228,1.0,95.59,0.07715412793880107
24,2013-02-07,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.239460191770762,1.2826704124868116,-0.03946829047398946,0.5355904675949058,1.0550088121313508,4.051715850454953,0.35188511607479095,1.3464028055655741,0.01797088262056423,0.04807859280908011,0.22167160365395489,1.0,95.59,0.0747382517255125
25,2013-02-08,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.217470117615653,1.3572841912508828,-0.23880011895686887,0.5912000507088097,1.077673004213009,3.6080040018233297,0.7987853815296944,1.4036468759132097,0.01797088262056423,0.04807859280908011,0.21643100086686978,1.0,95.59,0.07786719519877135
26,2013-02-18,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.184525438204089,1.3696643344078812,-0.452429364112738,0.663909650348072,1.1198791392594887,2.946691256813651,1.4593143939920197,1.4774120784481972,0.01797088262056423,0.04807859280908011,0.21029592666229663,1.0,95.59,0.0748763466153399
27,2013-02-19,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,12.086599407032239,1.704391690077464,-0.7713699141912378,0.6734418772958709,1.1080592502881428,2.8746371009865186,1.5334884211217104,1.484951675290783,0.01797088262056423,0.04807859280908011,0.18789823132284209,1.0,95.59,0.0813382532519865
28,2013-02-20,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.969261009400473,2.1151103836111287,-1.0731054418443102,0.6608688973820542,1.0814494785761255,2.999836657292664,1.4097497094098708,1.4683351727106662,0.01797088262056423,0.04807859280908011,0.16211172815250302,1.0,95.59,0.08704397193637159
29,2013-02-21,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.811175624951272,1.781739280789075,-1.0106232872993743,0.6723549806215139,1.0682644490132385,3.0008387268856342,1.402139704561662,1.4776409887943962,0.01797088262056423,0.04807859280908011,0.15901636470134733,1.0,95.59,0.09010120415813766
30,2013-02-22,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.664292739348307,1.257945685120147,-0.7439282653395317,0.6852920851752305,1.0604796637546763,3.03401981866285,1.3620272526994197,1.4885820146897821,0.01797088262056423,0.04807859280908011,0.16391999135377394,1.0,95.59,0.09699973622426866
31,2013-02-25,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.592289374571447,1.416891968824139,-0.6136586617690499,0.6505252584588153,1.037489719800669,3.3777380433948143,1.0094394584192279,1.441983274414747,0.01797088262056423,0.04807859280908011,0.1627018861554248,1.0,95.59,0.09661440429491651
32,2013-02-26,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.543693854044943,1.7900199629921718,-0.6192470471337486,0.6033622837664583,1.0128806306318474,3.7872352570751966,0.59199860935843,1.3810767755762026,0.01797088262056423,0.04807859280908011,0.1613817026707993,1.0,95.59,0.09754689067772253
33,2013-02-27,15.2,50.4,104.5,15.1,10.3,79.1,13.25,0.95,45.83,289.97,11.700844129334518,1.8593308590969937,0.46648779041513977,0.5951883491097875,1.04206197820144,4.1562561030288725,0.24294753028248553,1.3703040709103669,0.01797088262056423,0.04807859280908011,0.1685577763123799,1.0,95.59,0.09481000178730223
34,2013-02-28,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.923540406110623,1.8221688172859816,1.8718347027993751,0.5974667518084515,1.0874574502183314,4.425293640478737,0.0003582203969175156,1.3746415316215574,0.04900830258302591,0.02591235285106586,0.1781495433032214,1.0,97.92,0.08320739072200457
35,2013-03-01,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.77466239025593,2.3089959969150486,0.39187734303402094,0.5975896090007506,1.0845201031019258,4.384299806406038,0.050245346601847804,1.3750712653721402,0.04900830258302591,0.02591235285106586,0.17929660506006384,12.1,97.92,0.08261539528353459
36,2013-03-04,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.524551165054872,2.863421761283421,-1.899332027694883,0.5997625945719518,1.069974164289,4.203953881504425,0.2337500989624285,1.3770536609225057,0.04900830258302591,0.02591235285106586,0.17773399139112211,12.1,97.92,0.08728904419780266
37,2013-03-05,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.614861749633558,2.4444113914337966,-0.7616733898127566,0.587116664253367,1.0833414638859662,3.550594891154712,0.8748182847178094,1.3766166458377047,0.04900830258302591,0.02591235285106586,0.18139707575269934,12.1,97.92,0.07227131122523223
38,2013-03-06,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.782057520078224,1.7986758000027792,1.2208059184939808,0.5712158319605513,1.102431802545363,2.7938666947400086,1.613786907576906,1.3753293657741217,0.04900830258302591,0.02591235285106586,0.18601502582761484,12.1,97.92,0.07100537541574502
39,2013-03-07,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.742083284852288,1.3391384515074756,0.6375691988401274,0.5780652510647598,1.1141852146386677,2.599450772958111,1.8069039643025773,1.3729118577072943,0.04900830258302591,0.02591235285106586,0.18322476554608894,12.1,97.92,0.06996901981296622
40,2013-03-08,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.649334967888485,0.9215163828836889,-0.5305550871482213,0.5907024409266829,1.1240263729606583,2.6029061567086753,1.8064688874615542,1.3699482975570594,0.04900830258302591,0.02591235285106586,0.1784556391201951,12.1,97.92,0.07270331888964189
41,2013-03-11,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.565121391413648,1.4771361038666357,-0.9183185862377728,0.5914483859855542,1.1238397060742364,2.797529539113984,1.6089539779167132,1.3658898224727634,0.04900830258302591,0.02591235285106586,0.1799972305768044,12.1,97.92,0.07536017113913734
42,2013-03-12,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.475282058313834,2.323167068731074,-1.153955915041326,0.5902687574804419,1.12226803388369,3.076729708633717,1.3264933537262995,1.362335854110798,0.04900830258302591,0.02591235285106586,0.18420257711073237,12.1,97.92,0.07629581706616367
43,2013-03-13,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.456014950164919,2.0479065640021816,-0.5651938622084299,0.5828466442809535,1.1257979426958313,3.159087003151453,1.2406830019919182,1.3590348812099224,0.04900830258302591,0.02591235285106586,0.18313952064480168,12.1,97.92,0.07798119226996772
44,2013-03-14,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.475602459189599,1.486407611183807,0.38718344052610437,0.5740488877004634,1.1309847831401616,3.185278306720866,1.2109258631019222,1.35651956933081,0.04900830258302591,0.02591235285106586,0.18125268540116013,12.1,97.92,0.0765893233749484
45,2013-03-15,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.386918261461098,1.5880373358619349,-0.1303258896592987,0.5846086264534353,1.1568862560192594,3.160854657368231,1.2406233265409035,1.362533906279303,0.04900830258302591,0.02591235285106586,0.19306644401649142,12.1,97.92,0.07622500442994591
46,2013-03-18,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.285315203722405,1.7894389118714633,-1.087801694570318,0.6030685113199993,1.1896875193998544,3.100095385906564,1.3081818322387138,1.373532874128974,0.04900830258302591,0.02591235285106586,0.20802954116164396,12.1,97.92,0.07683808357625295
47,2013-03-19,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.434419097369037,1.9170781126209708,0.28323102153446356,0.6030981442889896,1.1923306256652264,3.1330859110303413,1.2725699317230343,1.3725080395583955,0.04900830258302591,0.02591235285106586,0.2110689920056789,12.1,97.92,0.07256388035211914
48,2013-03-20,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.646006145596274,2.0610808311708784,2.1726730962011516,0.6020405567191944,1.18885273422885,3.1846791986610246,1.2165416592614002,1.3721179863836281,0.04900830258302591,0.02591235285106586,0.21007081524827093,12.1,97.92,0.07176942284214607
49,2013-03-21,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.717981875544439,1.4028307572208145,1.3904834905282832,0.6273557971469095,1.20953423391012,3.0777452317474103,1.3124299498642762,1.3955358082300902,0.04900830258302591,0.02591235285106586,0.20943352090764925,12.1,97.92,0.07201691232001298
50,2013-03-22,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.734839361188044,0.5408458401822575,-0.1532466314047014,0.6581754696559539,1.2328146215291123,2.9437039761953145,1.4345247542766868,1.4239992097350693,0.04900830258302591,0.02591235285106586,0.20831219357843345,12.1,97.92,0.07126876355742669
51,2013-03-25,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.702750008044552,0.9419405201120088,-0.4689000176137327,0.6973123829319249,1.2681457418157347,2.9070181505997934,1.4795661728996397,1.46391442890746,0.04900830258302591,0.02591235285106586,0.20449645462363178,12.1,97.92,0.07024428394514354
52,2013-03-26,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.628307636484728,1.6638770006551216,-0.4322581881673176,0.7356306665550522,1.301636639422791,2.914836357025826,1.4860396861889367,1.504303255829605,0.04900830258302591,0.02591235285106586,0.20028659209879895,12.1,97.92,0.06976712533435418
53,2013-03-27,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.50699615800283,1.6429506914687326,-1.0033975915367181,0.7291512877027405,1.2806372140371645,3.0264657195363425,1.3802906825027375,1.4955610323538482,0.04900830258302591,0.02591235285106586,0.20209124733146416,12.1,97.92,0.07202855202680844
54,2013-03-28,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.367037570036164,1.4552668387499244,-1.6566585546698207,0.7052337656338417,1.2388364226309885,3.1677331582812633,1.2428647680161593,1.4712638385787615,0.04900830258302591,0.02591235285106586,0.2059503545755995,12.1,97.92,0.07623560348380302
55,2013-03-29,15.2,50.1,108.2,15.7,10.3,79.1,13.25,0.95,45.83,289.97,11.18617542071586,1.171354486417565,-0.9378160151143725,0.7017340332269526,1.2145698992873337,3.3157980117162356,1.095466379337629,1.4683672958640561,0.04900830258302591,0.02591235285106586,0.2079672948265238,12.1,97.92,0.07766301435169738
56,2013-04-01,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,11.00638183060419,0.8355649165553043,0.18348202253403456,0.7030127074856989,1.1944917055130237,3.4545618567118863,0.9554197793822388,1.4721382454371152,0.04981592268752877,0.04165785418389456,0.20957176410991044,15.7,97.56,0.06659202533394175
57,2013-04-02,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.93894730759166,1.0415772354643096,0.008490235159122395,0.671532147532961,1.1497603730353676,3.41659181539098,0.9960079325661545,1.470557969400007,0.04981592268752877,0.04165785418389456,0.21264624507455293,15.7,97.56,0.06438793938989754
58,2013-04-03,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.915992351932509,1.3994126181177826,-0.5311999998703414,0.6371040258127526,1.1035220438692264,3.3083593211269204,1.1068053044746133,1.4718440602544631,0.04981592268752877,0.04165785418389456,0.2157040296701797,15.7,97.56,0.06551115814353448
59,2013-04-08,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.917182244558834,1.2387393929891388,-0.16825942308854874,0.6453985050016807,1.1036422230146636,3.301868915226839,1.1101122028389225,1.493855348734976,0.04981592268752877,0.04165785418389456,0.21568723729679487,15.7,97.56,0.06609975572321619
60,2013-04-09,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.93003482805527,0.9610092557178723,0.3764798176107107,0.6642266419604252,1.1182313320460964,3.3128659381442453,1.0945419133695329,1.5197773623675925,0.04981592268752877,0.04165785418389456,0.21496876552995267,15.7,97.56,0.066420853580553
61,2013-04-10,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.92542746722936,0.9530949647230008,0.07893629725588118,0.710366453852166,1.1336235774756884,3.182262703864807,1.217219163657051,1.555659659410628,0.04981592268752877,0.04165785418389456,0.21332819423685456,15.7,97.56,0.07059116479295488
62,2013-04-11,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.917074103274551,1.009205564305397,-0.4033677338873244,0.7598381941790561,1.149730764965447,3.0191695878876543,1.3717106775480907,1.589981017696739,0.04981592268752877,0.04165785418389456,0.21156034481781183,15.7,97.56,0.06932552297908252
63,2013-04-12,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.853325210375923,1.1296634413433353,-0.5491385212895867,0.7351980221470683,1.1397335366499532,2.9925299476832343,1.4013771742788848,1.5758914711850016,0.04981592268752877,0.04165785418389456,0.2152381064571244,15.7,97.56,0.07200739384442637
64,2013-04-15,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.786585856672916,1.292107205208756,-0.5550066752883774,0.6885895157868664,1.1251418343247344,3.008971005284189,1.3929156945735648,1.5444790302454328,0.04981592268752877,0.04165785418389456,0.22076112169320414,15.7,97.56,0.0746431636986233
65,2013-04-16,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.766259140600123,1.2183416380294272,-0.26306271741647,0.6526186054001012,1.1101455332762518,2.988668971741373,1.4102181585987088,1.5256886177769236,0.04981592268752877,0.04165785418389456,0.22187895518604236,15.7,97.56,0.06866259472300171
66,2013-04-17,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.757560923085075,1.1054241251961074,0.036661829923915173,0.6149374912426815,1.0923165205923202,3.0114302159572732,1.3841070341629105,1.5054084421558496,0.04981592268752877,0.04165785418389456,0.22161037018412877,15.7,97.56,0.07562585856342226
67,2013-04-18,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.87619656652638,1.287707817708209,0.7007252304253505,0.6216853917761481,1.1316197150300262,2.957912604055956,1.4510906859913861,1.4894313769192553,0.04981592268752877,0.04165785418389456,0.22632772904023785,15.7,97.56,0.06790560860604888
68,2013-04-19,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,11.025892570257856,1.5246629848617,1.435356030759098,0.6380586791946566,1.1830367381775764,2.9313570464401444,1.4920768643888385,1.4727460041050935,0.04981592268752877,0.04165785418389456,0.23200043824073321,15.7,97.56,0.06462981109917539
69,2013-04-22,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.96218370369384,1.8176848688304144,0.36911164495076987,0.5940963724910278,1.1486744698695681,3.3721370618999003,1.0779012119089564,1.4324741275915305,0.04981592268752877,0.04165785418389456,0.23002749921784565,15.7,97.56,0.07481112853224602
70,2013-04-23,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.835692008681644,2.099897839798723,-1.154937734571595,0.5359366186785682,1.0891363413809874,3.8602946707611916,0.6172725872715722,1.390020085135321,0.04981592268752877,0.04165785418389456,0.22568219950467422,15.7,97.56,0.0686550643761507
71,2013-04-24,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.818048820530292,1.9030866536648672,-0.9927681043230516,0.48855475758558364,1.0645555454540196,4.3696375640813585,0.07176515952145299,1.3493486313380836,0.04981592268752877,0.04165785418389456,0.22655603711745756,15.7,97.56,0.06547204512498807
72,2013-04-25,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.83647753453064,1.5526372432548161,-0.325736935143783,0.4479378300341136,1.047859110251324,4.843294371914118,-0.4560094106025551,1.3151973370102201,0.04981592268752877,0.04165785418389456,0.2290197060428967,15.7,97.56,0.06920799974735146
73,2013-04-26,12.6,50.9,102.6,12.1,8.9,79.8,12.28,0.96,45.36,291.95,10.784196487267641,1.4551855024840379,-0.08764995133581133,0.44395836664485133,1.0262286591559353,4.040718373919394,0.3413014876360407,1.3327719507203688,0.04981592268752877,0.04165785418389456,0.2264226430546014,15.7,97.56,0.06643121095610548
74,2013-05-02,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,10.724940734826237,1.4084077654282359,0.04465498370024507,0.45162096176570155,1.005622616611302,2.874238973782708,1.5176305819627738,1.3657480395953023,0.06164304643392082,0.07140806683898604,0.22311965627402794,0.4,97.35,0.06666670556047985
75,2013-05-03,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,10.836902287325216,1.3285861629420634,0.593144641905124,0.46748970969548775,0.9936377433511252,2.918736884621746,1.467626537227007,1.3906045899212953,0.06164304643392082,0.07140806683898604,0.22715937720495413,0.4,97.35,0.05727169100221756
76,2013-05-06,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,10.995064185067617,1.2561317212678234,1.201830738416216,0.48690513022286214,0.9842430202583693,3.2896581188566407,1.089876022432918,1.4130520014888406,0.06164304643392082,0.07140806683898604,0.23300990675471275,0.4,97.35,0.06119173573391749
77,2013-05-07,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,11.033692958903366,1.111802230776328,0.7275184307084321,0.4566488909618576,0.9731973770302552,3.2181187087444503,1.1805582024309047,1.393499286988257,0.06164304643392082,0.07140806683898604,0.23755294597422627,0.4,97.35,0.06003248258650895
78,2013-05-08,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,11.031216116460806,0.9615399882865614,-0.08939502418266154,0.4125620721664423,0.9607685972110303,3.0606711992137217,1.364020501100855,1.3607515361824705,0.06164304643392082,0.07140806683898604,0.24090504942558866,0.4,97.35,0.06024991405546024
79,2013-05-09,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,11.052343025953885,0.9572091869167302,-0.03552136234868018,0.41433320450960814,0.9442797167399357,3.0332330768753555,1.391795344890013,1.3589476159476437,0.06164304643392082,0.07140806683898604,0.2404292915402347,0.4,97.35,0.05970557132210561
80,2013-05-10,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,11.077445898074595,1.0300779771167508,0.32164763673943386,0.42892497274220154,0.9278427792339633,3.0510650659900747,1.3646826031861972,1.3650106063848149,0.06164304643392082,0.07140806683898604,0.23895452118177915,0.4,97.35,0.05894002582691692
81,2013-05-13,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,10.99954609839607,1.0096284158864448,-0.20767590106896244,0.4187125385869616,0.9001441868634985,2.8967841460561865,1.5258873856320774,1.3600853534498227,0.06164304643392082,0.07140806683898604,0.23106700661362978,0.4,97.35,0.06157755821285537
82,2013-05-14,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,10.90721214660918,0.9548476875066126,-0.9302761609226144,0.4018518726401321,0.8714326726965774,2.7604455419487692,1.6727041444892101,1.3510846446853209,0.06164304643392082,0.07140806683898604,0.22112574419054662,0.4,97.35,0.05922941211927943
83,2013-05-15,12.8,50.6,103.7,13.6,9.3,79.8,12.28,0.96,45.36,291.95,10.96984777190419,1.2993167989973053,0.046333481201120234,0.40850934221819746,0.872204134135531,2.8754543443041762,1.530887255446133,1.3539904063136508,0.06164304643392082,0.07140806683898604,0.22766660821933177,0.4,97.35,0.06291930640507938
