date,AccountsPayablesTDays,AccountsPayablesTRate,BLEV,CurrentRatio,DebtEquityRatio,DilutedEPS,DVRAT,EPS,EquityToAsset,GrossIncomeRatio,HBETA,HSIGMA,LFLO,MA10,MA120,MA20,MA5,MA60,MLEV,NetAssetGrowRate,NetProfitGrowRate,PB,PE,REVS10,REVS20,REVS5,ROA,ROE,VOL10,VOL120,VOL20,VOL5,VOL60,EARNMOM,FiftyTwoWeekHigh,Skewness,TVMA20,TVSTD20,VEMA26,VMACD,VR,VSTD20,KlingerOscillator,MoneyFlow20,MTM,Hurst,T_1closing_price
2010-11-3 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0278,5.897,0.7769,0.9081,0.5299,0.0146,25.7613,166.5709,146.1711,165.7445,163.9942,159.8584,1.0001,0.2466,0.0658,8.7988,32.8044,0.9757,0.9772,0.9715,0.2547,0.3103,0.0044,0.0029,0.0048,0.0051,0.0033,4,0.7574,0.139,749.1582,301.9151,4061566.45,-26336.2298,1.4327,1948925.258,-0.0094,15026516050,-4.0598,0.5367,162.67
2010-11-4 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.03,5.897,0.7769,0.9081,0.5302,0.0146,25.7717,166.329,146.4812,165.5605,163.5965,160.2168,1.0001,0.2466,0.0658,8.8903,33.1458,0.9856,0.9782,0.9881,0.2547,0.3103,0.0044,0.0028,0.005,0.0056,0.0033,4,0.791,0.2747,773.5321,277.7589,4091296.268,-81074.456,1.5063,1807493.504,0.0041,15515579842,-2.4188,0.5362,163.35
2010-11-5 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0242,5.897,0.7769,0.9081,0.5274,0.0146,25.7652,165.9159,146.7856,165.083,163.7623,160.5788,1.0001,0.2466,0.0658,8.8327,32.9309,0.9754,0.945,1.0051,0.2547,0.3103,0.0044,0.0029,0.005,0.005,0.0033,4,0.7698,0.1643,774.4998,276.9712,4044940.322,-246735.0508,1.3449,1794948.166,-0.0124,15539585357,-4.1312,0.5273,165.05
2010-11-8 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0244,5.897,0.7769,0.9081,0.527,0.0146,25.7622,164.965,147.0681,164.8675,163.7082,160.9033,1.0001,0.2466,0.0658,8.8063,32.8325,0.945,0.9743,0.9984,0.2547,0.3103,0.0046,0.0029,0.0051,0.0051,0.0034,4,0.7601,0.3442,783.5386,278.7993,4166753.113,-61515.013,1.1448,1805277.963,-0.0615,15722503346,-9.5091,0.5385,163.98
2010-11-9 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0254,5.897,0.7769,0.9081,0.5236,0.0146,25.7766,164.65,147.3989,164.8305,164.346,161.1983,1.0001,0.2466,0.0658,8.934,33.3084,0.9814,0.9956,1.0196,0.2547,0.3103,0.0049,0.0029,0.0052,0.0051,0.0034,4,0.8071,0.3786,809.969,272.8444,4308015.105,99269.9434,1.3023,1766133.804,-0.0584,16248478781,-3.15,0.5458,163.49
2010-11-10 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0478,5.897,0.7769,0.9081,0.5137,0.0156,25.8569,165.808,147.8232,165.767,167.6218,161.7238,1.0001,0.2466,0.0658,9.6811,36.0939,1.0689,1.1163,1.1003,0.2547,0.3103,0.0062,0.003,0.0057,0.0073,0.0036,4,1,1.3955,894.8498,497.5681,5100051.69,1326389.215,1.5833,2855863.413,0.0333,17912532486,11.5802,0.5487,165.86
2010-11-11 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0524,5.897,0.7769,0.9081,0.5039,0.0157,25.8355,166.6961,148.1867,166.6409,169.7956,162.1289,1.0001,0.2466,0.0658,9.4758,35.3287,1.0532,1.1103,1.0659,0.2547,0.3103,0.0068,0.003,0.0058,0.008,0.0037,4,0.9303,1.3648,918.8795,506.4266,5272027.12,1047829.525,1.3152,2891013.23,0.1335,18382922447,8.8804,0.5276,179.73
2010-11-12 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0574,5.897,0.7769,0.9081,0.4562,0.0159,25.8446,168.134,148.5625,167.5184,172.5057,162.6417,1.0001,0.2466,0.0658,9.5626,35.652,1.0881,1.1097,1.0826,0.2547,0.3103,0.0074,0.0031,0.0061,0.0099,0.0039,4,0.9597,1.2337,976.1872,591.8849,5818545.778,1472391.927,1.6743,3287984.924,0.2684,19508000726,14.3794,0.5272,175.92
2010-11-15 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0159,5.897,0.7769,0.9081,0.4537,0.016,25.8787,170.1269,148.9937,168.5819,176.5456,163.2391,1.0001,0.2466,0.0658,9.8944,36.8891,1.1217,1.131,1.1236,0.2547,0.3103,0.0077,0.0032,0.006,0.0104,0.004,4,1,1.2385,972.9939,588.9495,5973014.831,1038952.021,1.9363,3201523.736,0.393,19414051091,19.9296,0.5721,177.53
2010-11-16 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0181,5.897,0.7769,0.9081,0.4631,0.016,25.8426,171.5789,149.3568,169.2779,178.8117,163.7102,1.0001,0.2466,0.0658,9.5442,35.5838,1.0893,1.0853,1.0683,0.2547,0.3103,0.0079,0.0032,0.0061,0.0107,0.0041,4,0.8891,0.9649,994.2047,592.6773,6066063.881,607747.4006,1.8894,3218362.895,0.4146,19840006066,14.5191,0.5274,183.69
2010-11-17 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0381,5.897,0.7769,0.9081,0.4808,0.0165,25.7714,171.7437,149.6176,169.1573,175.8656,163.9537,1.0001,0.2466,0.0658,8.8876,33.1357,1.0101,0.9856,0.918,0.2547,0.3103,0.0083,0.0032,0.0063,0.0092,0.0042,4,0.681,0.9846,1022.8997,596.075,6213089.223,390160.4262,1.791,3246535.04,0.3634,20410565881,1.6488,0.4537,177.19
2010-11-18 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.033,5.897,0.7769,0.9081,0.4803,0.0165,25.7982,172.1877,149.9583,169.2584,174.5799,164.2302,1.0001,0.2466,0.0658,9.1295,34.0374,1.0269,1.0121,0.9635,0.2547,0.3103,0.0082,0.0033,0.0063,0.0085,0.0042,4,0.7576,0.9384,1025.3378,594.4901,6051275.503,-301287.6156,1.7302,3237599.647,0.3401,20459481992,4.4402,0.4487,165
2010-11-19 0:00,-472.9375,-0.7612,1.0006,3.5358,0.2904,4.42,-0.0183,5.897,0.7769,0.9081,0.4857,0.0166,25.8311,173.3059,150.3438,169.6109,174.106,164.5647,1.0001,0.2466,0.0658,9.4349,35.1761,1.0682,1.0419,0.9867,0.2547,0.3103,0.0084,0.0033,0.0064,0.0068,0.0042,4,0.8544,0.7475,1032.9344,591.0347,5965660.651,-628777.852,1.6392,3218415.781,0.3407,20617440530,11.1812,0.4587,169.49
